Topology.workers,Component.bolt_num,Topology.acker.executors,Message.size,Component.spout_num,Topology.serialized.message.size.metrics,Topology.max.spout.pending,Storm.messaging.netty.min_wait_ms,Topology.transfer.buffer.size,Storm.messaging.netty.max_wait_ms,Topology.level,opology.priority,<$throughput,<$latency
2,1,4,10,1,0,1000,1000,1024,10000,2,29,244.5,25.7
4,1,2,10,10,1,1,1000,1024,10000,5,0,nan,nan
2,1,4,10,10,1,1,1000,1024,10000,5,29,0,1.9
4,1,2,1000000,10,1,1,10,512,100,2,29,862,1.85
4,1,4,1000000,10,0,1000,1000,1024,10000,2,0,0,743.7666667
4,1,2,1000000,1,0,1000,10,1024,100,2,0,nan,nan
4,10,4,10,1,0,1000,10,512,100,5,29,3311.333333,36.3
2,1,4,1000000,1,0,1000,10,512,100,2,0,nan,nan
2,10,2,1000000,1,0,1000,1000,512,10000,2,0,nan,nan
4,1,4,1000000,10,1,1000,10,512,100,5,29,nan,nan
4,10,2,10,1,1,1000,1000,1024,10000,2,0,0,78.3
4,10,4,10,1,0,1,1000,512,10000,2,0,nan,nan
2,10,4,1000000,10,1,1000,10,512,100,2,29,0,0
2,1,2,1000000,10,1,1,1000,1024,10000,5,29,nan,nan
4,1,4,10,10,1,1,10,1024,100,2,0,4379.857143,1.857142857
4,10,4,1000000,10,0,1,10,512,100,5,29,nan,nan
2,1,2,1000000,10,0,1,10,1024,100,5,0,nan,nan
2,10,2,10,10,0,1,1000,1024,10000,5,29,nan,nan
2,1,2,1000000,1,1,1,10,1024,100,5,29,nan,nan
2,10,4,10,10,1,1,1000,512,10000,5,0,3794.25,1.4
2,1,4,10,1,0,1000,10,1024,100,5,0,nan,nan
4,10,4,10,1,1,1000,10,512,100,2,0,0,110.9
2,1,2,10,1,1,1000,1000,1024,10000,5,29,nan,nan
2,10,4,10,1,1,1,1000,512,10000,5,0,nan,nan
2,10,4,10,10,1,1,10,512,100,5,29,nan,nan
2,1,4,10,1,1,1,10,512,100,2,0,nan,nan
2,10,2,1000000,1,1,1000,1000,1024,10000,5,0,nan,nan
4,1,4,10,1,1,1000,10,1024,100,2,29,3243.666667,45
4,1,4,10,1,0,1000,1000,1024,10000,2,29,0,73.8
4,1,2,1000000,10,1,1,1000,512,10000,2,29,347.6666667,1
4,1,2,1000000,1,1,1,1000,512,10000,5,0,nan,nan
4,1,4,10,1,1,1,1000,512,10000,5,29,nan,nan
4,10,4,1000000,1,0,1,10,1024,100,5,29,nan,nan
4,1,4,1000000,10,1,1000,10,512,100,5,29,0,1548.3
2,1,2,10,1,1,1,10,512,100,5,29,nan,nan
2,1,4,10,1,0,1,1000,1024,10000,2,0,nan,nan
2,1,4,1000000,10,1,1000,10,512,100,2,29,nan,nan
4,10,4,1000000,1,1,1,1000,1024,10000,5,29,0,1.5
2,10,4,10,1,1,1,1000,1024,10000,2,0,nan,nan
2,1,4,1000000,10,0,1,10,512,100,5,0,0,0
4,1,4,10,10,0,1000,1000,512,10000,2,0,3334.5,2026.975
2,1,2,1000000,10,0,1,1000,1024,10000,2,0,0,0
4,1,2,1000000,1,1,1,1000,1024,10000,2,0,0,1.6
4,1,4,10,10,0,1000,1000,512,10000,2,29,9836.857143,1613.971429
4,10,2,10,1,0,1000,1000,512,10000,2,0,0,98.8
4,10,4,1000000,1,1,1,10,512,100,2,0,0,1.6
2,1,4,10,1,1,1,10,512,100,2,29,nan,nan
2,1,2,1000000,10,1,1,1000,1024,10000,2,0,0,0
2,1,2,1000000,1,0,1,10,1024,100,5,29,nan,nan
4,1,2,1000000,1,1,1000,10,1024,100,5,29,0,82.4
2,10,4,10,10,0,1000,10,512,100,5,0,nan,nan
2,10,4,1000000,10,1,1000,1000,1024,10000,5,0,0,0
4,10,2,10,10,1,1,1000,1024,10000,2,0,4525.2,2.3
4,10,4,1000000,10,1,1000,1000,1024,10000,2,29,45.5,1694.125
4,10,2,10,1,0,1,1000,512,10000,2,0,nan,nan
4,10,4,10,1,0,1,10,512,100,2,29,nan,nan
2,1,4,1000000,1,0,1,1000,1024,10000,5,29,nan,nan
2,1,4,10,10,1,1000,10,1024,100,2,0,0,1241.1
2,1,4,10,10,0,1000,1000,1024,10000,2,29,nan,nan
4,10,2,10,1,1,1000,1000,1024,10000,5,0,0,95.5
4,10,2,1000000,10,1,1000,1000,1024,10000,5,29,2075.25,461.625
2,1,2,10,1,1,1,1000,512,10000,2,0,nan,nan
2,1,4,1000000,10,0,1000,10,1024,100,2,29,0,0
4,10,4,1000000,10,1,1,1000,1024,10000,5,29,0.25,66.9
4,10,4,10,10,0,1,1000,512,10000,5,0,3960.2,2.28
2,10,2,10,1,0,1000,1000,512,10000,2,0,nan,nan
4,10,2,10,1,0,1,10,1024,100,2,0,0,1.5
4,10,2,10,10,1,1000,10,1024,100,5,0,8020.5,1827.583333
4,1,2,10,1,1,1000,10,512,100,5,0,0,61.8
4,10,4,10,10,1,1,1000,1024,10000,5,0,nan,nan
4,1,2,10,1,1,1000,1000,512,10000,2,0,9355,67.46666667
4,1,4,10,10,1,1000,10,1024,100,2,0,7158,1705.5375
4,1,2,1000000,10,0,1,10,512,100,5,0,935.2,0.82
2,10,4,1000000,1,1,1000,10,512,100,2,0,nan,nan
2,10,2,1000000,10,0,1000,10,1024,100,5,0,nan,nan
2,1,4,10,1,1,1,10,512,100,5,29,nan,nan
4,1,4,1000000,10,1,1,10,512,100,2,29,nan,nan
4,10,2,1000000,1,1,1,1000,512,10000,2,0,nan,nan
4,1,2,1000000,1,1,1000,1000,1024,10000,5,0,4763.5,84.2
2,1,4,10,1,0,1000,10,512,100,2,0,0,10.7
2,1,4,1000000,10,1,1,1000,1024,10000,5,0,0,0
2,1,4,1000000,1,0,1,10,1024,100,2,0,nan,nan
2,10,4,1000000,10,0,1000,1000,512,10000,5,0,0,0
4,10,4,1000000,1,0,1,1000,1024,10000,5,29,0,2.7
4,10,2,10,1,1,1000,10,512,100,2,0,3978,60.1
4,1,2,10,1,1,1,10,1024,100,5,0,0,1.7
2,1,4,1000000,1,1,1,1000,1024,10000,2,29,nan,nan
4,1,4,10,1,1,1,1000,1024,10000,5,29,nan,nan
4,10,4,1000000,10,0,1,10,512,100,2,0,nan,nan
4,1,2,10,10,0,1,1000,512,10000,5,29,3574.4,2.2
4,1,4,10,10,1,1000,1000,1024,10000,2,0,8189.25,1998.1875
2,1,4,10,10,1,1000,1000,512,10000,5,29,0,803.5
2,1,4,1000000,1,1,1000,10,512,100,2,29,nan,nan
2,1,2,1000000,1,0,1,10,1024,100,2,29,nan,nan
2,10,4,10,1,0,1,10,1024,100,5,0,nan,nan
4,10,4,10,1,1,1000,10,1024,100,5,0,0,45.9
2,10,4,10,10,1,1,1000,1024,10000,2,29,nan,nan
2,1,2,1000000,1,0,1000,10,1024,100,5,29,nan,nan
4,10,4,10,1,0,1000,1000,512,10000,5,29,7605.5,31.6
2,1,2,10,10,0,1,10,1024,100,2,0,0,1.7
4,1,4,1000000,10,0,1000,10,512,100,2,0,14.33333333,279.3
4,10,2,10,10,1,1000,1000,512,10000,2,29,5110.857143,2116.385714
2,10,4,10,10,0,1,10,1024,100,5,0,nan,nan
2,10,2,10,10,0,1,1000,512,10000,5,0,392,1.4
2,1,2,1000000,10,1,1,10,1024,100,2,0,nan,nan
2,1,2,10,1,0,1,1000,512,10000,2,0,nan,nan
4,1,2,1000000,10,1,1,10,512,100,5,0,774.3333333,0.633333333
2,10,4,1000000,10,0,1000,10,512,100,5,0,nan,nan
4,1,2,10,10,1,1000,1000,1024,10000,2,0,nan,nan
2,1,4,10,1,0,1000,10,1024,100,2,29,nan,nan
4,10,4,10,1,1,1,10,1024,100,5,29,nan,nan
4,1,2,1000000,1,0,1000,10,512,100,5,0,6989,54.8
2,1,4,1000000,1,0,1000,10,512,100,5,29,nan,nan
4,10,4,10,1,1,1,10,512,100,2,29,0,1.5
2,1,2,1000000,1,1,1,1000,512,10000,2,29,nan,nan
2,1,2,1000000,10,1,1,10,512,100,2,29,nan,nan
4,10,4,1000000,10,0,1000,1000,512,10000,5,29,0,230.8
2,1,2,10,1,1,1,10,1024,100,2,0,nan,nan
2,1,4,1000000,1,1,1000,10,512,100,2,29,nan,nan
2,1,2,10,10,0,1000,10,512,100,5,29,474,818.4
2,1,4,10,1,1,1000,1000,1024,10000,5,29,0,11.6
2,1,4,1000000,10,1,1000,10,1024,100,5,29,0,0
4,10,4,10,10,0,1000,1000,1024,10000,2,0,8574,1699.3
2,1,2,1000000,1,0,1000,1000,1024,10000,5,29,0,46.1
2,10,2,10,1,1,1000,1000,512,10000,2,0,nan,nan
2,1,2,1000000,1,1,1,1000,512,10000,5,29,nan,nan
4,1,4,1000000,1,0,1,1000,1024,10000,5,29,nan,nan
4,1,2,10,1,0,1000,10,1024,100,2,0,3463.5,79.3
4,1,4,10,1,0,1000,1000,512,10000,5,29,10115.5,21.6
4,10,4,10,1,0,1,10,1024,100,2,0,nan,nan
2,10,4,10,10,0,1,1000,512,10000,5,29,nan,nan
2,1,2,1000000,1,0,1,10,512,100,5,29,nan,nan
4,1,2,1000000,1,1,1,1000,1024,10000,5,29,0,6.1
4,10,4,1000000,1,1,1000,10,1024,100,2,29,8977.333333,30.96666667
4,10,4,1000000,10,0,1000,1000,512,10000,2,29,nan,nan
2,10,2,10,1,0,1000,1000,1024,10000,5,0,nan,nan
4,1,4,1000000,10,1,1,1000,1024,10000,2,29,nan,nan
4,10,2,10,10,1,1,10,1024,100,5,29,0,3.5
2,10,4,10,10,0,1,10,1024,100,5,29,nan,nan
4,10,2,1000000,10,0,1000,1000,1024,10000,2,0,nan,nan
2,1,2,1000000,10,1,1,10,512,100,2,0,nan,nan
2,1,2,10,10,0,1000,10,1024,100,5,29,4874.333333,892.7
2,10,4,1000000,10,1,1,10,1024,100,5,0,nan,nan
4,10,4,10,1,0,1,10,512,100,5,29,nan,nan
4,1,4,1000000,10,0,1,10,512,100,2,0,0,54.2
4,10,4,1000000,10,0,1,1000,512,10000,2,29,nan,nan
2,1,4,1000000,10,0,1,10,1024,100,5,29,0,0
4,10,2,10,10,0,1000,1000,1024,10000,5,29,5663.333333,1791.5
4,1,2,1000000,10,1,1000,10,1024,100,5,29,nan,nan
2,10,4,10,10,1,1000,1000,512,10000,5,0,0,839.6
4,10,4,1000000,1,1,1,1000,512,10000,2,29,nan,nan
2,1,4,1000000,1,1,1,1000,512,10000,5,29,nan,nan
4,10,2,10,1,1,1,10,512,100,5,0,nan,nan
4,10,4,1000000,10,1,1,10,512,100,2,29,0,14
2,1,2,1000000,1,0,1000,1000,1024,10000,5,0,nan,nan
4,1,2,10,1,0,1000,1000,1024,10000,5,29,6419,72.2
2,10,4,10,10,0,1000,1000,1024,10000,5,29,10823,699.575
4,10,4,1000000,10,1,1,10,512,100,5,29,nan,nan
4,1,4,1000000,10,1,1000,1000,512,10000,5,0,117.6666667,1219.8
2,1,2,10,1,0,1000,10,512,100,2,29,0,61.7
2,1,4,10,1,1,1,1000,512,10000,2,29,nan,nan
2,10,2,10,10,0,1,1000,1024,10000,2,0,nan,nan
2,10,2,1000000,10,0,1000,10,512,100,5,29,0,0
4,1,2,10,1,0,1,10,1024,100,5,0,0,1.5
4,10,4,10,1,1,1000,10,512,100,5,29,3405.333333,30.5
2,10,4,10,10,0,1,1000,1024,10000,2,0,5240.857143,1.928571429
2,1,4,10,1,1,1,10,1024,100,5,0,nan,nan
4,10,4,1000000,1,0,1,1000,1024,10000,5,29,nan,nan
2,10,4,10,10,0,1000,10,1024,100,5,0,16298,531.1125
2,1,2,1000000,10,1,1000,1000,1024,10000,5,29,0,0
2,1,4,10,10,1,1,10,512,100,5,0,3698.5,1.4
4,10,4,1000000,10,0,1,1000,1024,10000,5,0,nan,nan
2,1,2,10,10,0,1000,1000,512,10000,2,29,7391.75,857.475
2,1,2,1000000,1,0,1000,10,512,100,5,0,nan,nan
2,10,2,1000000,10,0,1000,1000,512,10000,2,0,0,0
2,1,4,10,1,1,1000,1000,1024,10000,2,0,nan,nan
2,1,2,1000000,1,0,1,10,512,100,2,29,nan,nan
4,1,2,1000000,1,0,1,10,512,100,2,0,nan,nan
4,10,4,10,1,1,1,1000,1024,10000,5,29,nan,nan
2,10,4,10,1,0,1000,10,512,100,2,0,0,19.7
4,1,2,1000000,10,1,1000,1000,1024,10000,5,29,0,685.7
2,10,4,1000000,10,1,1,1000,512,10000,5,0,nan,nan
4,10,4,1000000,10,0,1,1000,512,10000,5,0,nan,nan
2,10,2,10,10,1,1,10,512,100,2,0,0,1.4
4,1,4,10,1,0,1,10,1024,100,5,29,nan,nan
4,10,2,1000000,1,1,1,10,1024,100,5,0,0,1.5
4,1,4,1000000,10,0,1000,10,512,100,5,29,25,1572.166667
4,1,4,1000000,1,0,1,10,512,100,5,29,nan,nan
4,1,4,10,1,1,1000,10,1024,100,5,29,0,73
2,10,4,1000000,10,1,1000,1000,1024,10000,2,29,nan,nan
4,1,2,10,1,0,1000,10,512,100,2,0,6426.5,73.3
2,1,4,10,10,0,1000,10,1024,100,2,29,13321.8,699.04
2,1,4,1000000,10,0,1,10,1024,100,2,0,nan,nan
2,1,2,1000000,1,0,1000,10,512,100,2,0,nan,nan
4,10,2,10,1,1,1,1000,512,10000,2,0,0,1.5
2,1,2,10,1,1,1,1000,512,10000,5,29,nan,nan
2,1,4,1000000,1,0,1000,1000,512,10000,5,0,nan,nan
4,1,4,1000000,1,0,1000,10,512,100,2,29,0,44
4,1,4,10,10,0,1000,10,512,100,2,29,nan,nan
4,1,4,1000000,10,1,1000,1000,1024,10000,5,29,460.5,850.375
2,1,2,1000000,10,1,1000,1000,512,10000,5,0,nan,nan
4,10,4,1000000,10,0,1000,10,1024,100,2,29,42.66666667,1572.7
4,10,4,1000000,10,0,1,10,512,100,5,0,0,0
4,10,2,1000000,1,0,1000,1000,512,10000,2,0,0,94.8
2,10,2,1000000,10,0,1,10,512,100,2,0,0,0
2,1,2,1000000,10,0,1000,10,1024,100,2,0,nan,nan
2,10,2,10,10,0,1000,1000,512,10000,5,0,16615.125,963.5125
2,10,4,10,10,1,1000,1000,1024,10000,2,29,nan,nan
2,10,2,1000000,10,0,1,1000,1024,10000,5,0,0,0
2,1,2,10,10,1,1,10,512,100,2,0,nan,nan
2,1,4,1000000,10,1,1000,10,1024,100,2,29,nan,nan
4,10,4,10,1,1,1000,1000,1024,10000,2,0,0,66
2,1,2,10,1,0,1000,1000,512,10000,5,0,nan,nan
4,1,4,1000000,1,0,1000,1000,512,10000,2,29,nan,nan
4,1,2,1000000,10,0,1,10,1024,100,5,29,918.2,0.92
2,1,4,1000000,1,1,1,10,512,100,5,29,nan,nan
4,1,4,1000000,10,0,1,1000,1024,10000,2,29,0,34.6
4,10,4,1000000,1,0,1000,10,1024,100,2,29,nan,nan
2,10,4,1000000,1,1,1000,10,1024,100,5,0,nan,nan
4,1,4,10,10,0,1000,10,1024,100,5,29,7115.142857,1770.742857
2,10,4,10,10,0,1,1000,1024,10000,5,0,nan,nan
4,10,4,1000000,1,0,1000,10,512,100,5,29,0,51.9
2,10,4,10,1,1,1,10,1024,100,2,0,nan,nan
2,10,2,10,10,0,1000,1000,1024,10000,5,29,0,2006.9
4,1,4,1000000,1,1,1,10,512,100,2,29,nan,nan
4,1,2,1000000,1,0,1,1000,1024,10000,5,29,nan,nan
4,1,2,10,1,0,1,1000,512,10000,2,0,nan,nan
4,1,2,1000000,1,0,1000,1000,1024,10000,2,0,4197,66.3
2,1,2,10,1,0,1000,10,1024,100,5,29,nan,nan
2,10,2,1000000,1,1,1,1000,512,10000,5,0,nan,nan
2,10,4,1000000,1,1,1000,10,512,100,5,0,nan,nan
2,1,4,10,1,1,1000,10,512,100,2,0,0,9.3
2,1,2,10,10,0,1,1000,512,10000,2,0,nan,nan
4,10,4,10,1,1,1000,10,1024,100,2,29,nan,nan
4,1,2,1000000,10,1,1000,10,1024,100,5,0,nan,nan
2,10,4,1000000,10,0,1,1000,1024,10000,2,29,nan,nan
4,1,4,1000000,10,0,1000,10,1024,100,2,29,79.33333333,2050.933333
2,10,2,10,10,0,1000,1000,1024,10000,5,0,nan,nan
2,1,2,1000000,10,1,1000,10,512,100,2,0,0,0
2,1,2,10,10,0,1000,10,1024,100,5,0,4875,929.0666667
2,1,4,10,10,1,1000,10,512,100,2,0,nan,nan
2,1,4,10,10,0,1000,10,1024,100,2,0,12760.4,602.38
4,1,4,10,1,0,1000,1000,1024,10000,5,29,0,119.5
2,10,4,1000000,1,1,1000,1000,1024,10000,5,0,nan,nan
2,1,4,1000000,10,1,1,1000,512,10000,2,29,0,0
2,1,4,10,10,0,1,10,512,100,2,29,2331.333333,1.4
2,1,4,1000000,1,1,1000,1000,512,10000,2,29,0,19.6
2,1,4,10,1,1,1000,1000,512,10000,5,0,10387.66667,10.4
2,1,2,1000000,1,0,1,1000,512,10000,2,0,nan,nan
4,1,2,10,1,0,1,1000,1024,10000,5,29,nan,nan
2,1,2,10,1,0,1000,1000,1024,10000,2,0,nan,nan
2,1,2,10,1,1,1000,10,1024,100,5,0,nan,nan
4,10,4,10,1,1,1,10,1024,100,5,0,nan,nan
4,10,4,10,1,0,1,1000,512,10000,2,29,nan,nan
4,10,4,1000000,10,1,1000,1000,1024,10000,5,29,-306.1666667,847.5416667
2,1,4,10,10,1,1,10,512,100,2,29,nan,nan
4,10,2,10,10,1,1000,10,512,100,5,0,nan,nan
2,10,4,10,10,0,1000,1000,1024,10000,5,0,nan,nan
2,10,2,1000000,1,0,1,1000,1024,10000,5,0,nan,nan
4,1,2,1000000,1,1,1000,10,512,100,5,29,0,121.1
2,1,2,1000000,1,1,1,10,512,100,2,29,nan,nan
4,10,4,10,10,0,1000,10,512,100,5,29,6436,2017.28
4,1,4,10,1,0,1000,1000,512,10000,2,29,6149,49.5
2,1,2,1000000,1,0,1000,1000,512,10000,2,0,nan,nan
4,10,4,10,1,0,1000,1000,1024,10000,5,0,2174.666667,28.9
4,1,4,1000000,10,1,1000,1000,1024,10000,2,0,nan,nan
4,1,2,10,1,1,1,10,1024,100,2,29,0,1.4
2,1,4,1000000,1,0,1000,1000,512,10000,2,29,nan,nan
2,10,4,1000000,1,0,1,10,1024,100,2,0,nan,nan
4,10,2,10,1,1,1000,10,512,100,2,0,3167.666667,101.6
2,10,4,1000000,1,1,1000,1000,512,10000,5,0,nan,nan
2,10,2,1000000,10,0,1000,10,512,100,2,0,0,0
2,10,4,10,1,1,1000,1000,1024,10000,2,0,nan,nan
2,1,4,10,10,1,1000,10,1024,100,5,0,nan,nan
2,1,2,1000000,1,1,1000,1000,1024,10000,2,29,nan,nan
2,1,4,1000000,1,0,1000,10,1024,100,5,29,nan,nan
2,1,4,1000000,10,1,1,1000,1024,10000,5,29,nan,nan
2,10,4,1000000,1,1,1,1000,1024,10000,5,0,0,1.5
4,1,4,10,10,1,1000,10,512,100,2,29,nan,nan
2,1,2,10,1,1,1000,10,1024,100,2,0,0,41.2
2,10,4,10,1,1,1,1000,512,10000,2,0,nan,nan
2,10,2,1000000,1,0,1000,10,1024,100,5,0,nan,nan
4,10,4,10,1,1,1,1000,512,10000,2,0,nan,nan
4,1,2,10,10,0,1000,1000,512,10000,2,29,9798.333333,1357.366667
2,10,4,10,10,1,1,1000,512,10000,2,29,nan,nan
2,1,2,10,10,1,1,10,1024,100,5,0,0,1.3
2,1,2,10,1,0,1000,10,1024,100,5,0,0,39.1
4,10,2,1000000,1,0,1,10,512,100,5,0,nan,nan
4,10,4,10,10,1,1,10,512,100,2,29,3595.8,2.2
4,1,4,10,1,0,1,1000,512,10000,2,29,nan,nan
4,10,4,10,10,0,1000,1000,512,10000,5,29,8977.571429,1837.842857
4,1,2,1000000,10,1,1,1000,1024,10000,5,0,607.6666667,1.3
2,10,2,10,10,1,1000,1000,1024,10000,2,29,0,1264.3
2,10,4,10,10,1,1000,1000,1024,10000,2,0,19264.28571,540.2142857
2,1,4,1000000,1,0,1,10,512,100,5,0,nan,nan
2,10,2,1000000,10,1,1000,1000,1024,10000,5,0,nan,nan
2,10,2,10,1,1,1000,10,512,100,5,0,0,45.4
2,1,4,1000000,1,0,1,1000,1024,10000,2,29,nan,nan
4,10,2,10,1,1,1000,10,1024,100,2,0,3370.333333,71.6
2,1,2,1000000,10,0,1000,10,512,100,2,29,nan,nan
4,10,4,10,10,1,1000,1000,512,10000,2,0,2914,2732.525
2,10,2,10,10,1,1000,10,1024,100,5,29,11000.2,743.9
2,1,2,10,1,1,1000,1000,1024,10000,2,0,nan,nan
2,1,4,1000000,1,0,1,10,512,100,5,29,nan,nan
2,1,2,1000000,1,0,1000,1000,512,10000,5,0,nan,nan
4,1,4,1000000,1,0,1,1000,1024,10000,2,29,nan,nan
2,1,4,1000000,1,0,1,1000,512,10000,2,29,nan,nan
2,1,4,1000000,1,1,1,1000,512,10000,5,0,nan,nan
2,1,2,1000000,10,0,1,1000,1024,10000,5,29,0,0
2,1,4,1000000,1,1,1000,10,512,100,2,0,nan,nan
2,1,4,1000000,1,1,1000,10,1024,100,2,0,0,10.3
4,10,4,10,10,1,1,1000,512,10000,5,0,5058.5,2.016666667
4,1,2,1000000,10,0,1,1000,512,10000,5,29,906.25,0.75
4,1,4,1000000,10,0,1000,10,1024,100,2,29,0,426.1
4,10,4,10,1,0,1,1000,1024,10000,2,29,nan,nan
4,1,4,10,10,0,1,10,512,100,5,29,3091.2,3.2
2,1,2,10,10,1,1000,10,1024,100,5,29,nan,nan
4,1,2,10,1,0,1,10,512,100,2,0,nan,nan
2,1,2,10,10,0,1,10,1024,100,5,0,nan,nan
4,10,4,1000000,1,0,1,10,1024,100,2,29,nan,nan
2,1,4,1000000,1,1,1000,1000,512,10000,2,0,nan,nan
2,10,4,1000000,10,1,1,1000,512,10000,5,0,0,0
2,1,2,1000000,10,0,1,10,512,100,2,29,0,0
4,10,2,10,10,0,1000,10,512,100,5,0,0,1903.6
2,10,2,1000000,1,0,1,10,512,100,2,0,nan,nan
4,1,4,1000000,10,0,1,10,1024,100,2,0,nan,nan
2,1,4,1000000,10,0,1000,1000,512,10000,2,0,nan,nan
2,1,4,10,10,1,1000,1000,512,10000,2,29,0,0
4,1,2,1000000,10,0,1,10,512,100,2,29,865.4,1.18
4,1,4,10,10,1,1000,1000,1024,10000,5,0,3111,2504.5
4,10,4,1000000,10,0,1000,10,1024,100,5,0,109.5,594.175
2,1,2,10,1,1,1,10,1024,100,5,0,nan,nan
2,10,4,10,10,1,1,1000,512,10000,5,0,nan,nan
2,10,4,1000000,1,0,1,1000,512,10000,5,0,nan,nan
4,1,2,10,1,0,1,10,1024,100,2,29,nan,nan
2,1,2,10,10,1,1,1000,512,10000,2,29,2841,1.5
4,1,4,1000000,10,0,1000,1000,512,10000,2,29,nan,nan
4,1,2,1000000,10,0,1,10,512,100,5,0,299,1.1
2,10,2,10,10,0,1,1000,512,10000,2,0,nan,nan
4,10,4,1000000,10,0,1000,10,1024,100,5,0,35.5,1803.775
2,10,2,10,10,1,1000,1000,1024,10000,2,0,15690.33333,694.95
4,1,2,10,10,0,1000,10,512,100,2,0,6600.857143,1881.457143
2,10,4,1000000,1,1,1000,10,1024,100,2,0,0,19.6
2,10,4,10,1,0,1000,1000,1024,10000,5,0,nan,nan
2,10,2,10,10,1,1,1000,512,10000,2,0,2531,1.3
2,1,2,1000000,1,1,1000,1000,512,10000,2,0,nan,nan
4,1,2,1000000,1,0,1000,1000,512,10000,5,0,0,97.1
4,1,4,1000000,10,0,1,10,1024,100,5,29,nan,nan
4,1,2,10,10,1,1000,10,1024,100,2,29,9640,1482.714286
2,1,2,1000000,10,0,1000,1000,512,10000,5,29,nan,nan
4,1,2,1000000,10,0,1,1000,1024,10000,5,29,nan,nan
2,1,2,10,1,0,1000,10,512,100,5,0,nan,nan
2,1,2,1000000,10,0,1000,1000,512,10000,2,0,nan,nan
2,1,2,1000000,10,1,1,1000,1024,10000,2,0,nan,nan
2,1,2,10,1,0,1000,1000,512,10000,2,0,nan,nan
4,10,2,10,1,0,1000,10,1024,100,5,0,nan,nan
4,10,4,1000000,1,1,1,1000,1024,10000,5,29,nan,nan
4,1,2,1000000,10,1,1,1000,1024,10000,5,29,586,4.866666667
4,10,2,1000000,10,1,1,10,512,100,2,0,1102,0.92
2,1,2,1000000,1,0,1000,10,512,100,5,0,nan,nan
2,10,2,10,10,1,1,1000,512,10000,2,29,nan,nan
2,1,2,1000000,10,1,1000,10,1024,100,5,29,0,0
4,10,4,10,10,1,1,1000,512,10000,5,0,3880.5,2.1
4,1,2,10,10,1,1000,1000,512,10000,2,29,7248.5,1779.95
4,1,2,10,10,1,1000,10,1024,100,2,0,8654.833333,1369.783333
2,1,4,10,10,0,1,10,1024,100,5,0,nan,nan
4,10,2,10,1,0,1000,10,512,100,2,0,0,73.6
4,10,2,10,10,0,1,10,1024,100,2,0,4264,2.7
4,10,2,10,10,1,1,10,512,100,2,0,0,2.8
4,1,4,10,10,1,1000,10,512,100,5,29,4634.6,1830.9
4,1,4,10,10,0,1,10,1024,100,5,0,nan,nan
2,1,4,1000000,10,1,1,10,1024,100,2,29,nan,nan
4,10,4,1000000,1,0,1,10,512,100,5,29,nan,nan
4,10,2,1000000,10,0,1000,1000,1024,10000,5,0,2208,1342.575
2,1,4,10,1,0,1000,1000,512,10000,5,0,nan,nan
2,10,2,1000000,10,0,1000,10,1024,100,2,29,0,0
4,10,2,1000000,1,0,1000,10,512,100,2,0,nan,nan
2,1,4,10,1,0,1,10,1024,100,5,29,nan,nan
2,1,4,10,1,1,1,1000,512,10000,5,0,nan,nan
2,10,4,10,10,0,1000,1000,1024,10000,2,29,20749.625,507.0375
4,10,2,1000000,10,1,1000,10,1024,100,5,29,2627.333333,479.55
4,1,4,1000000,10,1,1,1000,1024,10000,5,29,nan,nan
2,10,2,10,1,1,1,10,1024,100,2,0,nan,nan
2,1,4,1000000,10,0,1000,10,1024,100,2,29,nan,nan
2,1,4,10,10,0,1,1000,512,10000,2,0,0,1.5
2,10,4,1000000,10,1,1000,1000,512,10000,2,0,nan,nan
4,10,2,10,1,0,1000,10,1024,100,2,0,6330.5,74.9
4,1,2,1000000,10,1,1,10,512,100,2,0,1038.428571,1.357142857
4,1,2,1000000,10,0,1000,1000,1024,10000,2,29,1446.5,511.8
2,1,2,1000000,10,0,1000,1000,1024,10000,2,29,0,0
2,1,4,1000000,1,0,1000,10,512,100,2,29,nan,nan
2,1,2,10,1,0,1,1000,1024,10000,2,0,nan,nan
4,1,2,10,10,1,1,10,1024,100,5,0,3387.4,2.08
2,1,4,10,1,1,1,1000,512,10000,5,29,nan,nan
2,10,2,1000000,1,0,1000,1000,1024,10000,2,0,0,70.1
4,1,4,10,10,0,1000,10,512,100,5,0,3477,2640.333333
4,1,2,10,10,0,1,1000,1024,10000,2,0,nan,nan
2,1,2,1000000,1,0,1,10,1024,100,2,0,nan,nan
4,10,2,10,1,1,1,10,512,100,2,0,0,4.3
4,10,4,1000000,1,0,1000,1000,1024,10000,2,29,0,88.9
2,10,2,10,10,0,1,1000,1024,10000,2,29,nan,nan
4,10,2,1000000,1,1,1000,10,512,100,5,0,nan,nan
4,1,4,1000000,10,1,1000,10,512,100,2,29,58,1405.166667
2,1,2,1000000,10,1,1,10,1024,100,2,29,nan,nan
4,1,4,1000000,1,1,1,1000,512,10000,2,29,nan,nan
2,10,4,10,1,0,1,10,1024,100,2,0,nan,nan
2,10,4,10,1,1,1000,10,1024,100,2,0,0,10.4
4,10,2,10,10,0,1,1000,512,10000,2,0,nan,nan
4,10,2,1000000,1,1,1,1000,512,10000,5,0,0,1.4
4,10,4,1000000,10,0,1000,1000,1024,10000,2,0,0,0
4,10,4,10,1,1,1000,10,512,100,5,29,10810.66667,30.46666667
